Player	G	team	W	cor_WL_GmSc	cor_margin_GmSc	cor_WL_MP	cor_margin_MP	cor_WL_USG	cor_margin_USG	cor_WL_ORtg	cor_margin_ORtg	cor_WL_DRtg	cor_margin_DRtg	cor_WL_BPM	cor_margin_BPM	cor_GmSc_BPM	PTS_sd	MP_sd	GmSc	GmSc_sd	USG_sd	ORtg	ORtg_sd	DRtg	DRtg_sd	BPM_log	BPM_sd	GmSc_diff	MP_diff	GmSc_diff_abs	MP_diff_abs	Season	Age	Tm	Lg	Pos	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	X1.x	FT%	ORB	DRB	TRB	X2.x	STL	BLK	TOV	PF	PTS	PER	TS%	3PAr	FTr	ORB%	DRB%	TRB%	AST%	STL%	BLK%	TOV%	USG%	X1.y	OWS	DWS	WS	WS/48	X2.y	OBPM	DBPM	BPM	VORP
James Ennis III	7	BRK_LAC_DEN	3	0.273254719250959	-0.0722197017308732	0.013268119626833	-0.140404336142398	0.36759430892176	0.0762235764518598	0.579989744899379	0.258236608102207	-0.296666007598992	-0.499265093273467	0.459511173163817	0.211811352291063	0.437781495944141	4.09994192757944	5.59530935449389	3.32857142857143	3.66774875807776	9.93641690713413	106.428571428571	65.434081697683	108.285714285714	17.7173576445463	-0.842857142857143	15.354788302335	-0.383333333333333	-1.60555555555556	3.91666666666667	7.33888888888889	2021-22	31	TOT	NBA	SF	0	8	1.6	3.4	0.458	0.4	1.1	0.375	1.1	2.3	0.5	0.521	0.6	0.7	0.8	0.7	1	1.7	0.4	0.3	0.3	0.3	0.7	4.1	17.7	0.553	0.333	0.208	9.9	13.1	11.6	7.4	1.7	3.1	7.1	22	NA	0.1	0.1	0.1	0.114	NA	-0.1	-1	-1.1	0
Wenyen Gabriel	26	BRK_LAC_LAL	8	0.438936559324452	0.29347708477699	0.33884541788829	0.284679390086292	-0.398056274566384	-0.397976354506532	-0.0320808883958618	-0.115582046161896	-0.367375384501073	-0.486723164050126	0.248385357324393	0.0542387485688508	0.619081014551062	4.71739823990366	9.9147816997575	3.95384615384615	4.54393932787231	11.2824738149315	100.384615384615	50.5355929404826	118.846153846154	13.1322269480612	-7.85769230769231	10.251172540814	0.508	1.47466666666667	4.284	7.24266666666667	2021-22	24	TOT	NBA	PF	5	13.8	2.1	4.2	0.491	0.3	1.1	0.286	1.8	3.2	0.561	0.527	1	1.6	0.595	1.5	2.2	3.7	0.5	0.2	0.4	0.6	2.6	5.4	12.5	0.549	0.255	0.382	11.8	17.2	14.5	5.6	0.7	2.7	11.1	17.4	NA	0.4	0.3	0.7	0.09	NA	-3.7	-2.1	-5.9	-0.4
Paul George	31	LAC	18	0.0231965195672585	-0.0724912933067174	-0.19787945538405	-0.262388646919926	-0.19296974833089	-0.33724042753089	0.0679494400395788	-0.0219640157652577	-0.436382208393942	-0.575668604080333	0.014530805430559	-0.027550366011293	0.860152768323569	7.68282542113335	4.58995422731437	16.7741935483871	7.34674384753479	5.45768078673464	100.967741935484	21.1052661216227	102.064516129032	15.861768467757	3.95161290322581	8.55635712858153	0.02	-0.0994444444444442	7.36	4.92277777777778	2021-22	31	LAC	NBA	PF	31	34.7	8.6	20.5	0.421	2.9	8.3	0.354	5.7	12.2	0.467	0.493	4.1	4.8	0.858	0.4	6.5	6.9	5.7	2.2	0.4	4.1	2.4	24.3	18.6	0.538	0.404	0.233	1.2	19.2	10.5	28.1	3	1	15.2	33.7	NA	-0.6	1.9	1.3	0.057	NA	1.8	1.9	3.7	1.6
Isaiah Hartenstein	68	LAC	37	0.102736492917016	0.10270991310289	0.209232997178851	0.210130714551941	0.0831054366305442	0.00455645306187784	0.163057889974176	0.149812483576194	-0.370791162070232	-0.477408016782027	0.0214007096199531	-0.0155295059454978	0.724816661547156	4.32226304819246	5.7834244602962	8.72794117647059	5.11508875889886	6.41179961287628	123.779411764706	36.8801388883629	106.058823529412	16.2194671618142	3.97941176470588	8.84269761675429	0.0925373134328358	0.132835820895522	5.50149253731343	5.69850746268657	2021-22	23	LAC	NBA	C	0	17.9	3.4	5.4	0.626	0.2	0.4	0.467	3.2	4.9	0.64	0.645	1.3	1.9	0.689	1.7	3.2	4.9	2.4	0.7	1.1	1.2	2.5	8.3	22	0.664	0.082	0.361	10.5	18.2	14.5	20.5	2	5.4	16.5	18.4	NA	3.3	2.2	5.5	0.215	NA	1.4	3.1	4.5	2
Rodney Hood	52	MIL_LAC	30	0.0869484314687846	0.126713141363629	0.0612920652103138	0.160012427218746	-0.332050695787524	-0.321256092661689	0.00470936434711323	0.0499034999495661	-0.501335267035596	-0.671736950107249	0.0994480721166734	0.114413545432655	0.802288194606708	3.21777444799819	6.58821858154872	2.44230769230769	3.49466518656855	5.05483766912814	103.269230769231	82.8187521118102	114.903846153846	11.5338540323091	-3.88653846153846	9.68157799579634	0.0725490196078432	0.198692810457516	4.04509803921569	6.09411764705882	2021-22	29	TOT	NBA	PF,SF	0	13.6	1.1	3	0.369	0.6	1.8	0.33	0.5	1.3	0.424	0.465	0.3	0.4	0.895	0.3	1.2	1.5	0.7	0.3	0.1	0.2	0.6	3.1	7.2	0.493	0.58	0.121	2.3	9.1	5.8	6.9	1	0.8	6.2	10.7	NA	0.2	0.5	0.7	0.048	NA	-3	-0.3	-3.3	-0.2
Serge Ibaka	54	LAC_MIL	30	-0.102687671762098	0.00492404610720508	-0.243149218165692	-0.284319166988144	-0.0368133560567913	0.0486975707852332	0.0340601541606847	0.107120341599475	-0.465512644803458	-0.594106406818577	-0.040463641244302	0.118561658557863	0.817125470570749	5.19773239811938	7.20148776724685	5.49259259259259	5.34030074242703	8.4927115543725	105.518518518519	51.2955699807556	112.055555555556	13.2257848027177	-3.32592592592593	10.7118376624936	0.194339622641509	0.0559748427672957	6.24716981132075	7.41823899371069	2021-22	32	TOT	NBA	C	12	16.2	2.7	5.5	.500	0.7	1.8	.374	2.1	3.6	.563	.563	0.6	0.8	.727	1.1	3.5	4.6	0.9	0.2	0.6	0.8	1.9	6.8	14.4	0.579	0.334	0.149	7.7	22.2	15.1	8.4	0.6	3.3	12	17.8	NA	0.8	1.1	2	0.108	NA	-1.3	-0.2	-1.5	0.1
Reggie Jackson	75	LAC	38	0.32995729871052	0.414828243440579	0.163260369726978	0.238424036740379	0.0667700055562488	0.0629230525329514	0.360715485754877	0.458233604909442	-0.524321812727942	-0.598175989159679	0.271377438532176	0.375104567131758	0.881511891922724	7.37057700627335	6.21595129892043	10.2173333333333	7.39989724788657	5.02310983678761	96.0666666666667	26.3835192893232	114.653333333333	11.768594640815	-3.748	7.81821089646612	-0.0635135135135134	-0.227027027027027	7.77702702702703	6.27297297297297	2021-22	31	LAC	NBA	SG	75	31.2	6.4	16.3	0.392	2.2	6.8	0.326	4.2	9.5	0.439	0.46	1.8	2.2	0.847	0.5	3.1	3.6	4.8	0.7	0.2	2.3	2.1	16.8	12.1	0.488	0.419	0.133	1.8	10.2	6.1	24.6	1.2	0.5	11.8	27.6	NA	-1.7	2	0.4	0.008	NA	-1.4	-1.6	-3	-0.6
Keon Johnson	37	LAC_POR	8	-0.299335967947424	-0.112697104635089	-0.492273826009318	-0.481895374331787	-0.2151052042649	-0.17034879670079	-0.163090421554183	-0.0213470077811679	-0.611189061988548	-0.656088133174284	0.0724130258341783	0.113410799337474	0.705890945344795	5.96813359590908	10.5686731358223	4.34864864864865	4.933875061564	9.28440763997495	85.945945945946	40.6345132081543	120.72972972973	16.3174219243806	-7.38378378378378	9.16422735766977	0.130555555555556	0.955555555555556	4.325	6.83888888888889	2021-22	19	TOT	NBA	SG	12	18.8	2.6	7.4	0.353	0.9	2.7	0.34	1.7	4.6	0.36	0.415	1.1	1.4	0.804	0.6	1.5	2.2	2.1	0.8	0.3	1.2	1.9	7.2	8.7	0.453	0.368	0.188	3.7	9.1	6.3	16.3	2	1.7	13.5	21.2	NA	-0.8	0.4	-0.5	-0.031	NA	-4	-2	-5.9	-0.7
Luke Kennard	70	LAC	35	0.328514572590598	0.390088407289077	0.0850946565881706	0.0624735683892512	0.0541380641575125	0.160639848255374	0.344777633381361	0.374740088046033	-0.535099768741841	-0.576132147002787	0.376248270472875	0.364236825628602	0.891988762431862	6.22791751083291	5.65332330689112	8.88571428571429	6.42980572461678	4.91694602147042	115.142857142857	33.8043328473534	114.414285714286	13.4719169602492	0.0028571428571428	8.17635281415956	0.136231884057971	0.0468599033816425	6.83188405797101	6.28019323671498	2021-22	25	LAC	NBA	SG	13	27.4	4.1	9.1	0.449	2.7	6	0.449	1.4	3.1	0.449	0.598	1	1.1	0.896	0.3	3	3.3	2.1	0.6	0.1	0.9	1.4	11.9	13.3	0.619	0.662	0.121	1.1	11.2	6.3	11.2	1.1	0.3	8.2	16.8	NA	2.8	1.7	4.5	0.113	NA	0.8	-0.3	0.5	1.2
Terance Mann	81	LAC	41	0.195435432937877	0.222391326433734	-0.0827835309743072	-0.0157236382089872	0.0305585911770662	0.020161192364998	0.274643299460999	0.286060740863639	-0.505119643373934	-0.568491740191162	0.219172545086016	0.203241739125919	0.863750085521993	5.48924312847015	6.195655033121	9.11234567901235	5.79666677315613	4.52121985888164	115.641975308642	31.9070167212383	113.061728395062	12.4713127607044	-1.19753086419753	6.42781018910488	-0.0175	-0.187916666666667	6.7	6.3975	2021-22	25	LAC	NBA	SF	33	28.6	4.1	8.5	0.484	0.9	2.6	0.365	3.2	6	0.535	0.539	1.6	2	0.78	1.3	4	5.2	2.6	0.7	0.3	1	2.2	10.8	13.4	0.572	0.301	0.238	4.9	14.3	9.7	13.1	1.2	0.8	9.9	16	NA	3.1	2.4	5.5	0.113	NA	-0.8	0.2	-0.6	0.8
Xavier Moon	10	LAC	7	-0.387005455193711	0.153352982046518	-0.303128384377116	0.0861183313764636	-0.100769754380359	-0.137583318969698	-0.21433849247335	0.137466662040168	-0.382208041353602	-0.407945212447244	-0.384423070883729	0.0331121124557131	0.660592216546062	6.1427463998877	8.74421078326811	5.28	6.8708401556465	10.1349560104291	108.1	79.0927022901326	111.2	13.48085061609	-1.48	13.0680951600113	1.62222222222222	1.55555555555556	8.17777777777778	10.9111111111111	2021-22	27	LAC	NBA	SG	0	13.7	2.5	5.1	0.49	0.5	1.4	0.357	2	3.7	0.541	0.539	0.3	0.5	0.6	0.2	1.2	1.4	2.4	0.7	0.3	0.6	0.9	5.8	16.2	0.545	0.275	0.098	1.6	9	5.4	27	2.5	1.9	10.1	19	NA	0.2	0.2	0.3	0.121	NA	-1.1	1	-0.1	0.1
Marcus Morris	54	LAC	26	0.131491492170694	0.223225987483586	0.169275129982849	0.16808153720725	-0.0590104610689202	-0.0393926551373225	0.170982545591884	0.315422879747988	-0.536529105536208	-0.609581538013456	0.141399215531051	0.265161796970486	0.932387927240603	7.92487437266369	5.87543179792086	10.1018518518519	8.18015294272162	4.81577451060233	102.444444444444	33.354395861272	115.37037037037	12.6644596996034	-2.37407407407407	9.63733277876971	-0.0528301886792452	-0.0179245283018868	8.74339622641509	7.21163522012579	2021-22	32	LAC	NBA	PF	54	29	5.6	12.8	0.434	1.9	5.1	0.367	3.7	7.7	0.478	0.507	2.4	2.7	0.872	0.5	3.9	4.4	2.1	0.5	0.3	1.3	2.1	15.4	13.7	0.549	0.398	0.214	1.8	14	8.1	11.3	0.9	1	8.4	23.2	NA	0.9	1.5	2.4	0.074	NA	-0.3	-1	-1.4	0.3
Semi Ojeleye	30	MIL_LAC	14	-0.0212748420267997	-0.00897166403620755	-0.13006014910942	-0.135067917316963	0.21933872100601	0.188800929906936	-0.000472651804369591	0.10382077081211	-0.519478655723266	-0.579656608253315	-0.0734561500312999	-0.0147758527773157	0.701508448311804	3.67595479816617	7.84517505931936	2.26	4.59974512037502	9.17094362083596	94.9	86.2675669266746	116.433333333333	13.2214124482385	-6.25	14.5247648209342	0.0344827586206897	0.0172413793103449	4.21379310344828	4.99195402298851	2021-22	27	TOT	NBA	PF	0	13.5	1	3.3	0.303	0.5	1.7	0.3	0.5	1.6	0.306	0.379	0.8	1	0.793	0.9	1.6	2.5	0.3	0.2	0.2	0.3	1	3.3	6.7	0.438	0.505	0.293	7.2	12	9.7	2.9	0.8	1.4	7.5	12.8	NA	-0.1	0.3	0.2	0.029	NA	-4.1	-1.6	-5.7	-0.4
Norman Powell	45	POR_LAC	15	0.048998263859352	0.13964455071794	-0.327126733017767	-0.237810355861032	-0.121957185203055	-0.171791934471634	0.299107335297287	0.395790771836176	-0.517143184559423	-0.7035554227691	0.230818176696484	0.376768509149789	0.773899206367745	6.19000497707083	6.82434814127407	13.0555555555556	5.4161188534174	5.19897717213335	117.644444444444	22.6857539954799	119.755555555556	14.2273033852576	0.193333333333333	7.4354311484699	0.161363636363636	-0.29280303030303	6.04318181818182	6.10113636363636	2021-22	28	TOT	NBA	SF,SG	41	32.4	6.2	13.4	0.461	2.4	5.6	0.419	3.8	7.8	0.491	0.549	4.2	5.2	0.811	0.4	2.8	3.2	2.1	0.9	0.5	1.5	2.4	19	16.3	0.603	0.418	0.385	1.5	9.7	5.4	10.8	1.4	1.4	8.9	23.1	NA	2.4	0.4	2.8	0.093	NA	1.2	-1.5	-0.3	0.6
Jay Scrubb	18	LAC	8	0.152340744073463	0.182609692757137	-0.174012415225334	-0.22059125896428	-0.0714586066196827	-0.052412729640521	0.156802081073837	0.0995698992810192	-0.513870217881032	-0.513827832208815	0.17509462246707	0.159671121305629	0.742710534135332	3.12119048847703	5.80569682725198	1.63888888888889	2.93681277596066	12.7007127585488	73.6666666666667	74.5922247958861	104.388888888889	27.5619919217173	-5.53333333333333	15.878546384796	-0.164705882352941	-0.296078431372549	3.97647058823529	7.38823529411765	2021-22	21	LAC	NBA	SG	0	6.7	1	2.6	0.391	0.3	1.2	0.286	0.7	1.4	0.48	0.457	0.4	0.6	0.7	0.1	0.8	0.9	0.4	0.2	0.2	0.4	0.5	2.7	9.3	0.486	0.457	0.217	1.8	11.9	7	9.7	1.6	2.1	12.2	20.8	NA	-0.1	0.1	0	0.002	NA	-4.4	-0.4	-4.8	-0.1
Justise Winslow	48	LAC_POR	24	0.0540821028595173	0.121956726602461	0.0366033664376888	0.0205221383516446	-0.0306438736161109	-0.103285804571282	-0.0789872308579518	0.0248486463180161	-0.576469562859249	-0.737239713866786	-0.0199758870762718	0.164592456645395	0.588025891130546	4.96351939884343	10.0178485747189	5.07083333333333	5.13867100681801	9.13773230050786	85.5625	53.5759179983106	108.75	16.069662179187	-3.33333333333333	10.3288139281875	-0.114893617021277	-0.131914893617021	4.21702127659574	6.15106382978723	2021-22	25	TOT	NBA	PF	11	16.1	2.3	5.4	0.428	0.3	1.4	0.227	2	4	0.497	0.457	0.8	1.4	0.591	1	3.2	4.2	1.8	0.7	0.5	1	1.4	5.7	13.1	0.479	0.257	0.257	7	20.9	14	16.1	2.2	2.9	14.6	18.9	NA	-0.3	1.1	0.8	0.048	NA	-2.7	1	-1.7	0.1
Moses Wright	4	LAC_DAL	4	NA	-0.740691416628531	NA	-0.840291163028265	NA	0.676118312545118	NA	-0.749928115958482	NA	-0.00363084654069402	NA	-0.518331262645389	0.52368010416604	1.5	2.86853943994475	1.5	1.99833263830958	20.980705421887	143	112.909993652762	112.5	11.3871272350258	-1	24.6634682611077	1.1	2.12222222222222	2.9	2.9	2021-22	23	TOT	NBA	PF	0	3.5	0.3	1	0.25	0	0.3	0	0.3	0.8	0.333	0.25	0.8	0.8	1	0.3	0.5	0.8	0.5	0	0.3	0	0	1.3	18.3	0.47	0.25	0.75	7.9	15.9	11.9	16.8	0	6.5	0	17.1	NA	0	0	0.1	0.18	NA	1.1	0.4	1.4	0
Ivica Zubac	76	LAC	40	0.155523968086792	0.307493401124644	0.0750258086276944	0.1545881630207	-0.0120670296968195	0.0548220267930726	0.272218405925567	0.326440060104583	-0.465212873412831	-0.527502034660091	0.162132693153231	0.297929418177593	0.836942571992395	5.69066641181209	5.66095681974432	10.4789473684211	6.21585747990785	5.47270547929979	126.026315789474	37.707638018209	107.960526315789	14.2795338761214	-0.125	7.14999533799382	0.0306666666666667	0.0808888888888889	5.99866666666667	5.96755555555556	2021-22	24	LAC	NBA	C	76	24.4	4.1	6.5	0.626	0	0	NA	4.1	6.5	0.626	0.626	2.2	3	0.727	2.9	5.6	8.5	1.6	0.5	1	1.5	2.7	10.3	19.2	0.66	0	0.459	12.8	23.7	18.4	9.8	1	3.5	16.1	16.8	NA	4.3	2.9	7.2	0.187	NA	-0.1	0.8	0.7	1.3
Carmelo Anthony	69	LAL	27	0.283713209556254	0.303826550546505	-0.0707930779902097	-0.0422228046125557	-0.141679766303647	-0.0875875872544334	0.368655436085401	0.364436568317765	-0.452693325002923	-0.517723656568936	0.324317977895205	0.342876457616325	0.916795177469798	6.1104846097006	5.91562726762758	9.3695652173913	6.54979353845749	4.54945309286295	111.913043478261	32.8905221152354	114.739130434783	11.8912377205594	-0.843478260869565	8.74140718011071	0.0529411764705882	-0.0323529411764706	8.28235294117647	6.37352941176471	2021-22	37	LAL	NBA	PF	3	26	4.6	10.5	0.441	2.2	5.8	0.375	2.5	4.7	0.521	0.544	1.9	2.3	0.83	0.9	3.3	4.2	1	0.7	0.8	0.9	2.4	13.3	14.8	0.579	0.549	0.22	3.7	13.5	8.6	5.6	1.3	2.6	6.9	20.4	NA	2.2	1.4	3.6	0.097	NA	0.4	-0.8	-0.5	0.7
Trevor Ariza	24	LAL	8	-0.117042577891655	-0.333762240151925	0.275517609796216	0.123210732912026	-0.275838173774794	-0.31043230601766	-0.253707215880595	-0.257363203529844	-0.406601478893976	-0.519832933520985	-0.12163191533871	-0.309934071827124	0.910015924449837	3.3362306249132	5.56739880451097	3.43333333333333	4.21711488710167	5.52092199819423	106.625	78.2936570810844	117.041666666667	10.5107777673854	-3.9375	9.13049417682545	-0.00869565217391302	0.414492753623188	4.39130434782609	6.50289855072464	2021-22	36	LAL	NBA	SF	11	19.3	1.4	4.1	0.333	0.8	3.1	0.27	0.5	1	0.52	0.434	0.4	0.8	0.556	0.4	3	3.4	1.1	0.5	0.3	0.5	0.8	4	7	0.449	0.747	0.182	2.3	16.7	9.5	7.5	1.3	1.2	9.3	11	NA	-0.2	0.4	0.2	0.02	NA	-3.3	-0.2	-3.4	-0.2
D.J. Augustin	55	HOU_LAL	15	0.314545089039225	0.292280688953092	0.190263613948058	0.117064622782668	0.0471823413700079	0.013731300360074	0.228880239749622	0.245593191070894	-0.256368141046834	-0.456579751990906	0.207881361296943	0.283134163866457	0.867289798209229	4.78507781514258	4.83655475292482	4	4.68931014432076	6.25551231662398	104.181818181818	55.672684607874	122.909090909091	11.8341513446101	-3.8	10.3656126652469	-0.00925925925925923	-0.0299382716049383	4.80185185185185	3.93302469135802	2021-22	34	TOT	NBA	PG	2	16.1	1.7	4	0.423	1.2	3	0.415	0.5	1.1	0.448	0.577	0.7	0.8	0.884	0.2	1	1.2	1.9	0.3	0	1	0.7	5.3	9.7	0.61	0.739	0.194	1.4	7	4.2	16.8	0.9	0.1	18.9	14.3	NA	0.7	0.1	0.8	0.043	NA	-1.2	-2.4	-3.6	-0.4
Kent Bazemore	39	LAL	16	0.00720620443770435	0.0468490446606353	0.0114406187851936	-0.0560750906578984	0.0689012639554767	0.12206502327143	-0.130778809137752	-0.0161005299919711	-0.539706103367157	-0.552278363802278	-0.0404843864133023	0.000919857788014857	0.62844274745811	3.78094519382448	9.33066000207777	2.13076923076923	3.72057959874631	11.2021054267447	85.6410256410256	60.2715290993435	113.897435897436	12.2663314804877	-4.92820512820513	15.456116975386	-0.0657894736842105	-0.457894736842105	3.65	4.64824561403509	2021-22	32	LAL	NBA	SF	14	14	1.2	3.6	0.324	0.7	2.1	0.363	0.4	1.5	0.271	0.428	0.3	0.4	0.765	0.3	1.4	1.8	0.9	0.6	0.2	0.5	1.8	3.4	6	0.451	0.576	0.122	2.6	11	6.8	8.1	2.2	1.5	12.5	13.2	NA	-0.4	0.5	0.1	0.006	NA	-5.1	0.8	-4.3	-0.3
Avery Bradley	62	LAL	27	0.166001403667367	0.241343368290157	0.0858669665175763	0.127547667639727	-0.111097509283929	0.0271023875425033	-0.115230600295566	0.0323601820950315	-0.500443399677153	-0.559119026182232	0.131005983924891	0.192741671129902	0.892506106022932	5.19488012198123	7.2809859651663	4.31612903225806	5.07033136784955	5.98105505461762	96.0483870967742	51.8858859545669	116.258064516129	12.4491562474916	-4.21935483870968	8.0664827427596	-0.0131147540983606	0.152459016393443	5.60327868852459	7.08907103825137	2021-22	31	LAL	NBA	SG	45	22.7	2.4	5.6	0.423	1.3	3.4	0.39	1.1	2.3	0.471	0.54	0.3	0.3	0.889	0.5	1.7	2.2	0.8	0.9	0.1	0.6	1.9	6.4	7.8	0.55	0.6	0.051	2.4	8	5.2	4.5	1.8	0.6	9.6	12.1	NA	0.3	0.9	1.2	0.04	NA	-3.5	-0.1	-3.6	-0.6
Chaundee Brown Jr.	5	LAL_ATL	1	0.260621787412364	0.259199712276691	0.00525920604211581	-0.25997330359781	-0.440385213589399	-0.499189422948002	0.648146052867631	0.694256161372013	0.3811219356938	0.384076243005228	0.528599603381475	0.665221251533805	0.883914571841479	6.41872261435249	10.9836140581221	3.68	6.04871887262088	2.97035351431442	83.6	60.7190250251105	124.8	9.09395403551173	-7.64	8.29113984926077	2.6	1.41666666666667	5.45	11.8416666666667	2021-22	23	TOT	NBA	SF,SG	2	20.8	2	6.4	0.313	1.2	3.6	0.333	0.8	2.8	0.286	0.406	1	1.2	0.833	0.2	3	3.2	0.8	0.4	0	0.2	1.4	6.2	6.4	0.447	0.563	0.188	1.1	15.7	8.4	5.1	0.9	0	2.8	14.9	NA	0	0	0	0.002	NA	-4.3	-2.4	-6.6	-0.1
Darren Collison	3	LAL	1	0.755928946018455	0.826033187630902	0.926049008194834	0.876645281665994	-0.915016043169864	-0.862701111882438	0.933256525257383	0.968300631030637	0.66284898035987	0.572585818913622	0.363798380901372	0.468244867277018	0.884801033530939	1.15470053837925	1.94310271168257	0.166666666666667	1.98578280114753	3.47035060668707	71	55.6776436283002	119.333333333333	10.0166528008778	-10.9666666666667	7.30022830693214	1.3	-0.733333333333333	2.6	3.11666666666667	2021-22	34	LAL	NBA	PG	0	12.3	0.7	2.3	.286	0.0	1.0	.000	0.7	1.3	.500	.286	0.0	0.0		0.0	1.3	1.3	0.7	0.3	0.0	0.3	1.7	1.3	-0.2	0.286	0.429	0	0	11.6	5.8	6.8	1.3	0	12.5	9.3	NA	-0.1	0	-0.1	-0.07	NA	-10	-0.9	-10.9	-0.1
Anthony Davis	40	LAL	17	0.118907310517832	0.115253339701841	0.0627202895708934	0.189776487255608	0.0523077245772024	-0.0781178664364462	0.0759097634392606	0.101944547378429	-0.625564418849003	-0.570077490448016	0.169906294553874	0.135476049990301	0.723955861745613	7.34109437799751	7.46086255639856	19.9425	7.61415306669605	4.86875898998545	114.725	20.0217670010954	106.95	11.1469209270474	3.5475	7.4432894403152	-0.256410256410256	-0.0871794871794871	7.98974358974359	7.36752136752137	2021-22	28	LAL	NBA	C	40	35.1	9.3	17.4	0.532	0.3	1.8	0.186	8.9	15.6	0.571	0.542	4.4	6.1	0.713	2.7	7.2	9.9	3.1	1.2	2.3	2.1	2.4	23.2	23.9	0.578	0.101	0.351	8.1	22	15.1	14.7	1.7	5.7	9.3	27.1	NA	2.6	2	4.5	0.155	NA	2.6	1.2	3.8	2
Sekou Doumbouya	2	LAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24264068711928	0.200346921336188	7.3	5.65685424949238	1.06066017177982	111.5	45.9619407771256	82	22.6274169979695	19.15	27.3650324319194	-8	0.283333333333333	8	0.283333333333333	2021-22	21	LAL	NBA	PF	0	8	2.5	4	0.625	0.5	1	0.5	2	3	0.667	0.688	1.5	2	0.75	1	2	3	0	1.5	1	1	0.5	7	40.7	0.717	0.25	0.5	13.5	26.8	20.2	0	9	11.1	17	31.6	NA	0	0.1	0.1	0.3	NA	8.8	10	18.8	0.1
Wayne Ellington	43	LAL	15	0.422700155595275	0.379084074965067	0.12094427189405	0.0145208006020988	-0.0386812211835975	-0.0306027378969445	0.372782402934226	0.445413423160433	-0.536361657833926	-0.564099371995396	0.276644602269499	0.377089544871396	0.770203841116555	4.15027784630745	8.52051086795656	4.61162790697674	4.31300410731069	5.82688712011143	114.558139534884	61.5367881938777	116.046511627907	14.0559316209209	-1.04883720930233	11.053040350812	0.30952380952381	0.510714285714286	4.83809523809524	7.4718253968254	2021-22	34	LAL	NBA	SG	9	18.8	2.3	5.5	0.414	1.9	4.9	0.389	0.4	0.6	0.615	0.586	0.2	0.3	0.818	0.2	1.6	1.8	0.7	0.5	0.1	0.4	1	6.7	9.9	0.593	0.89	0.046	1.3	8.9	5.1	5	1.4	0.5	7.3	13.8	NA	0.6	0.4	1	0.062	NA	-0.7	-0.6	-1.4	0.1
Wenyen Gabriel	26	BRK_LAC_LAL	8	0.438936559324452	0.29347708477699	0.33884541788829	0.284679390086292	-0.398056274566384	-0.397976354506532	-0.0320808883958618	-0.115582046161896	-0.367375384501073	-0.486723164050126	0.248385357324393	0.0542387485688508	0.619081014551062	4.71739823990366	9.9147816997575	3.95384615384615	4.54393932787231	11.2824738149315	100.384615384615	50.5355929404826	118.846153846154	13.1322269480612	-7.85769230769231	10.251172540814	0.508	1.47466666666667	4.284	7.24266666666667	2021-22	24	TOT	NBA	PF	5	13.8	2.1	4.2	0.491	0.3	1.1	0.286	1.8	3.2	0.561	0.527	1	1.6	0.595	1.5	2.2	3.7	0.5	0.2	0.4	0.6	2.6	5.4	12.5	0.549	0.255	0.382	11.8	17.2	14.5	5.6	0.7	2.7	11.1	17.4	NA	0.4	0.3	0.7	0.09	NA	-3.7	-2.1	-5.9	-0.4
Talen Horton-Tucker	60	LAL	23	-0.042251666347466	0.0862027719707128	0.0343385889580677	0.0295828453229783	-0.0288730593010289	-0.05497892108396	-0.120181040901808	0.100607292832652	-0.554186650131987	-0.641884921291649	-0.104413493224064	0.0755292801994903	0.86716502907398	7.630058755355	6.58357361477165	7.035	7.28576101442547	6.35949821244761	96.0333333333333	34.4496521183226	115.4	11.9889779889838	-4.10833333333333	8.90871391480382	-0.059322033898305	-0.234463276836158	7.53050847457627	5.98248587570621	2021-22	21	LAL	NBA	SG	19	25.2	3.7	9	0.416	0.8	3	0.269	2.9	5.9	0.492	0.462	1.7	2.1	0.8	0.6	2.6	3.2	2.7	1	0.5	1.4	2.5	10	11	0.503	0.338	0.232	2.6	11.1	6.9	14.9	1.9	1.7	12.1	19.2	NA	-0.2	1.2	1.1	0.033	NA	-3.2	-0.2	-3.3	-0.5
Dwight Howard	60	LAL	21	0.00764542600248687	0.0117798043656552	0.0497514022348453	0.0215184077277335	0.107254585788256	0.0339589506369073	-0.0876040275185536	-0.116998208970698	-0.36951986925421	-0.523414987823179	-0.0964286123942181	-0.0262565657572315	0.686654255302729	5.12488114785709	6.99953461707408	6.61666666666667	5.30034110404312	7.20494102274564	126.233333333333	53.0552531518383	110.9	16.2017994397149	-0.951666666666667	9.25080833237074	0.205084745762712	0.177401129943503	6.02881355932203	6.82824858757062	2021-22	36	LAL	NBA	C	27	16.2	2.2	3.7	0.612	0.1	0.3	0.533	2.1	3.4	0.618	0.63	1.6	2.4	0.658	2	4	5.9	0.6	0.6	0.6	0.8	1.9	6.2	18.2	0.657	0.068	0.667	13.1	26.3	19.7	5	1.7	3.3	14.2	14.6	NA	2.2	1.3	3.5	0.174	NA	-0.2	0	-0.2	0.4
